userid,accountid,doc_number,id,actual_trans_ts,month,type,,,,
SYSADMIN,400,0000069054,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069055,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069056,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069057,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069058,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069059,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069060,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069061,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069062,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069063,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069064,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069065,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069066,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069067,,1/12/2021,1,outbound,,,,
SYSADMIN,400,0000069068,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069069,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069070,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069071,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069072,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069073,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069074,,1/12/2021,1,outbound,,,,
SYSADMIN,400,0000069075,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069076,,1/12/2021,1,outbound,,,,
SYSADMIN,400,0000069077,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069078,,1/12/2021,1,outbound,,,,
SYSADMIN,400,0000069079,,1/12/2021,1,outbound,,,,
SYSADMIN,400,0000069080,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069081,,1/14/2021,1,outbound,,,,
SYSADMIN,400,0000069082,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000069083,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000069084,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000069085,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000069086,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069087,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069088,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069089,,1/14/2021,1,outbound,,,,
SYSADMIN,400,0000069090,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069091,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069092,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069093,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069094,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069095,,1/14/2021,1,outbound,,,,
SYSADMIN,400,0000069096,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069097,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069098,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069099,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069100,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069101,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069102,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069103,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069104,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069105,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069106,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069107,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069108,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069109,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069110,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069111,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069112,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069113,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069114,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069115,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069116,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069117,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069118,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069119,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069120,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069121,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069122,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069123,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069124,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069125,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069126,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069127,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069128,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069129,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069130,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069131,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069132,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069133,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069134,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069135,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069136,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069137,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069138,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069139,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069140,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069141,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069142,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069143,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069144,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069145,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069146,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069147,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069148,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069149,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069150,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069151,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069152,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069153,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069154,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069155,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069156,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069157,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069158,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069159,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069160,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069161,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069162,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069163,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069164,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069165,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069166,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069167,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069168,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069169,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069170,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000071110,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071111,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071112,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071113,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071114,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071115,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071116,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071117,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071118,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071119,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071120,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071121,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071122,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071123,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071124,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071125,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071126,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071127,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071128,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071129,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071130,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071131,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071132,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071133,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071134,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071135,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071136,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071137,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071138,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071139,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071140,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071141,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071142,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071143,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071144,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071145,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071146,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071147,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071148,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071149,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071150,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071151,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071152,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071153,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071154,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071155,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071156,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071157,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071158,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071159,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071160,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071161,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071162,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071163,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071164,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071165,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071166,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071167,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071168,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071169,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071170,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071171,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071172,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071173,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071174,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071175,,2/4/2021,2,outbound,,,,
SYSADMIN,400,0000071176,,2/4/2021,2,outbound,,,,
SYSADMIN,400,0000071177,,2/4/2021,2,outbound,,,,
SYSADMIN,400,0000071178,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000071179,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000071180,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071181,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071182,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071183,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071184,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071185,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071186,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071187,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071188,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071189,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071190,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071191,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071192,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071193,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071194,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071195,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071196,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071197,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071198,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071199,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071200,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071201,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071202,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071203,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071204,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071205,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071206,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071207,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071208,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071209,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071210,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071211,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071212,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071213,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071214,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071215,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071216,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071217,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071218,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071219,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071220,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071221,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071222,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071223,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071224,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071225,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000071226,,1/27/2021,1,outbound,,,,
SYSADMIN,400,0000069618,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069619,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069620,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069621,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069622,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069623,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069624,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069625,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069626,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069627,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069628,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069629,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069630,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069631,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069632,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069633,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069634,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069635,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069636,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069637,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069638,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069639,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069640,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069641,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069642,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069643,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069644,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069645,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069646,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069647,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069648,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069649,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069650,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069651,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069652,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069653,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069654,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069655,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069656,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069657,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069658,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069659,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069660,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069661,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069662,,1/15/2021,1,outbound,,,,
SYSADMIN,400,0000069663,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069664,,1/14/2021,1,outbound,,,,
SYSADMIN,400,0000069665,,1/14/2021,1,outbound,,,,
SYSADMIN,400,0000069666,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069667,,1/13/2021,1,outbound,,,,
SYSADMIN,400,0000069668,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069669,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069670,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069671,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069672,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069673,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069674,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069675,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069676,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069677,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000069678,,1/20/2021,1,outbound,,,,
SYSADMIN,400,0000071716,,1/22/2021,1,outbound,,,,
SYSADMIN,400,0000071717,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000071718,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071719,,2/2/2021,2,outbound,,,,
SYSADMIN,400,0000071720,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071721,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071722,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071723,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071724,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071725,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071726,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071727,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071728,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071729,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071730,,1/22/2021,1,outbound,,,,
SYSADMIN,400,0000071731,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071732,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071733,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071734,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071735,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071736,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071737,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071738,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071739,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071740,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071741,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071742,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071743,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071744,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071745,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071746,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071747,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071748,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071749,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071750,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071751,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071752,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071753,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071754,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071755,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071756,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071757,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071758,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071759,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071760,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071761,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071762,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071763,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071764,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071765,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071766,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071767,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071768,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071769,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071770,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000071771,,1/28/2021,1,outbound,,,,
SYSADMIN,400,0000070496,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070497,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070498,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070499,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070500,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070501,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070502,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000070503,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000070504,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000070505,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000070506,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000070507,,1/18/2021,1,outbound,,,,
SYSADMIN,400,0000070508,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070509,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070510,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000070511,,1/19/2021,1,outbound,,,,
SYSADMIN,400,0000072108,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072109,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072110,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072111,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072112,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072113,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072114,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072115,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072116,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072117,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072118,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072119,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072120,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072121,,1/26/2021,1,outbound,,,,
SYSADMIN,400,0000072122,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072123,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072124,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072125,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072126,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072127,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072128,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072129,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072130,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072131,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072132,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072133,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072134,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072135,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072136,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072137,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072138,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072139,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072140,,1/26/2021,1,outbound,,,,
SYSADMIN,400,0000072141,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072142,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072143,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072144,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072145,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072146,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072147,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072148,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072149,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072150,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072151,,1/26/2021,1,outbound,,,,
SYSADMIN,400,0000072152,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072153,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072154,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072155,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072156,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072157,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072158,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072159,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072160,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072161,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072162,,1/25/2021,1,outbound,,,,
SYSADMIN,400,0000072163,,1/25/2021,1,outbound,,,,
